EventId_x,Type_x,Severity_x,StartTime(UTC),EndTime(UTC)_x,TimeZone_x,LocationLat_x,LocationLng_x,AirportCode_x,City,County_x,State,ZipCode_x,EventId_y,Type_y,Severity_y,TMC,Description,EndTime(UTC)_y,TimeZone_y,LocationLat_y,LocationLng_y,Distance(mi),AirportCode_y,Number,Street,Side,County_y,ZipCode_y,adjacency
W-2893088,Rain,Light,2016-09-29 17:13:00,2016-09-29 17:36:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1082737,Congestion,1.0,72.0,Delays of two minutes on US-1 Homestead Blvd Westbound between FL-5 and US-1 Homestead Blvd. Average speed ten mph.,2016-09-29 16:43:25,US/Eastern,25.480879,-80.463554,0.0,KHST,1098.0,N Homestead Blvd,L,Miami-Dade,33030.0,1
W-2893091,Rain,Light,2016-09-29 18:56:00,2016-09-29 19:01:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1082922,Congestion,1.0,72.0,Delays of two minutes on Dixie Hwy Westbound in Homestead. Average speed ten mph.,2016-09-29 19:50:25,US/Eastern,25.484522,-80.461174,0.0,KHST,,S Dixie Hwy,R,Miami-Dade,33030.0,1
W-2893092,Rain,Light,2016-09-29 19:04:00,2016-09-29 19:06:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1082922,Congestion,1.0,72.0,Delays of two minutes on Dixie Hwy Westbound in Homestead. Average speed ten mph.,2016-09-29 19:50:25,US/Eastern,25.484522,-80.461174,0.0,KHST,,S Dixie Hwy,R,Miami-Dade,33030.0,1
W-2893093,Rain,Light,2016-09-29 20:58:00,2016-09-29 21:58:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1083264,Congestion,1.0,74.0,Delays of one minute on Dixie Hwy Westbound between US-1 Dixie Hwy and FL-5. Average speed five mph.,2016-09-29 21:27:32,US/Eastern,25.49931,-80.446388,0.0,KHST,28798.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
W-2893097,Rain,Light,2016-09-30 20:58:00,2016-10-01 00:58:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1084905,Congestion,1.0,74.0,Delays of one minute on Dixie Hwy Westbound between US-1 Dixie Hwy and FL-5. Average speed ten mph.,2016-09-30 21:21:54,US/Eastern,25.49931,-80.446388,0.0,KHST,28798.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
W-2893127,Rain,Light,2016-10-05 09:09:00,2016-10-05 09:19:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1089316,Accident,3.0,201.0,Accident on 112th Ave both ways at 248th St.,2016-10-05 09:32:39,US/Eastern,25.537127,-80.37207,0.0,KHST,24869.0,SW 112th Ave,L,Miami-Dade,33032.0,1
W-2893129,Rain,Light,2016-10-05 19:10:00,2016-10-05 19:23:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1090490,Congestion,1.0,71.0,Delays of three minutes on Dixie Hwy Westbound in Homestead. Average speed five mph.,2016-10-05 19:25:55,US/Eastern,25.484522,-80.461174,0.0,KHST,,S Dixie Hwy,R,Miami-Dade,33030.0,1
W-2893138,Rain,Light,2016-10-06 16:23:00,2016-10-06 16:38:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1091752,Congestion,1.0,73.0,Delays of two minutes on Dixie Hwy Westbound in Princeton. Average speed 15 mph.,2016-10-06 17:23:55,US/Eastern,25.511559,-80.434433,0.0,KHST,27494.0,S Dixie Hwy,L,Miami-Dade,33032.0,1
W-2893139,Rain,Light,2016-10-06 17:00:00,2016-10-06 17:10:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1091752,Congestion,1.0,73.0,Delays of two minutes on Dixie Hwy Westbound in Princeton. Average speed 15 mph.,2016-10-06 17:23:55,US/Eastern,25.511559,-80.434433,0.0,KHST,27494.0,S Dixie Hwy,L,Miami-Dade,33032.0,1
W-2893140,Rain,Light,2016-10-06 17:36:00,2016-10-06 17:41:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1091752,Congestion,1.0,73.0,Delays of two minutes on Dixie Hwy Westbound in Princeton. Average speed 15 mph.,2016-10-06 17:23:55,US/Eastern,25.511559,-80.434433,0.0,KHST,27494.0,S Dixie Hwy,L,Miami-Dade,33032.0,1
W-2893141,Fog,Severe,2016-10-06 17:41:00,2016-10-06 17:46:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1091752,Congestion,1.0,73.0,Delays of two minutes on Dixie Hwy Westbound in Princeton. Average speed 15 mph.,2016-10-06 17:23:55,US/Eastern,25.511559,-80.434433,0.0,KHST,27494.0,S Dixie Hwy,L,Miami-Dade,33032.0,1
W-2893142,Rain,Light,2016-10-06 17:46:00,2016-10-06 17:58:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1091752,Congestion,1.0,73.0,Delays of two minutes on Dixie Hwy Westbound in Princeton. Average speed 15 mph.,2016-10-06 17:23:55,US/Eastern,25.511559,-80.434433,0.0,KHST,27494.0,S Dixie Hwy,L,Miami-Dade,33032.0,1
W-2893143,Rain,Heavy,2016-10-06 17:58:00,2016-10-06 18:43:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1091752,Congestion,1.0,73.0,Delays of two minutes on Dixie Hwy Westbound in Princeton. Average speed 15 mph.,2016-10-06 17:23:55,US/Eastern,25.511559,-80.434433,0.0,KHST,27494.0,S Dixie Hwy,L,Miami-Dade,33032.0,1
W-2893154,Rain,Light,2016-10-10 21:50:00,2016-10-10 21:59:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1093912,Congestion,1.0,72.0,Delays of two minutes on Dixie Hwy Westbound between US-1 Dixie Hwy and US-1 Federal Hwy. Average speed ten mph.,2016-10-10 21:56:52,US/Eastern,25.483656,-80.46199,0.0,KHST,30428.0,S Dixie Hwy,L,Miami-Dade,33030.0,1
W-2893161,Rain,Light,2016-10-12 10:54:00,2016-10-12 11:09:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1095915,Congestion,2.0,74.0,Delays of five minutes and delays easing on Florida's Tpke Northbound in Princeton. Average speed 20 mph.,2016-10-12 10:26:04,US/Eastern,25.541733,-80.363304,4.49,KHST,,Florida's Tpke N,R,Miami-Dade,33032.0,1
W-2893164,Rain,Light,2016-10-12 17:40:00,2016-10-12 17:49:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1096521,Congestion,2.0,71.0,Severe delays of ten minutes on FL-5 Northbound between US-1 Homestead Blvd and US-1 Dixie Hwy. Average speed five mph.,2016-10-12 18:34:14,US/Eastern,25.484873,-80.460632,0.94,KHST,30389.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
W-2893179,Rain,Light,2016-10-16 15:12:00,2016-10-16 15:21:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1100526,Congestion,1.0,72.0,Delays of two minutes on US-1 Homestead Blvd Westbound between 164th Ave and FL-5. Average speed ten mph.,2016-10-16 14:56:31,US/Eastern,25.480429,-80.463753,0.76,KHST,1086.0,N Homestead Blvd,L,Miami-Dade,33030.0,1
W-2893187,Rain,Light,2016-10-18 15:09:00,2016-10-18 15:35:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1102831,Congestion,0.0,71.0,Delays of two minutes on Krome Ave Northbound in Homestead. Average speed five mph.,2016-10-18 14:37:32,US/Eastern,25.477215,-80.477386,0.32,KHST,809.0,N Krome Ave,R,Miami-Dade,33030.0,1
W-2893194,Rain,Light,2016-10-20 20:10:00,2016-10-20 20:45:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1106342,Congestion,1.0,72.0,Delays increasing and delays of four minutes on US-1 Homestead Blvd Westbound between 293rd Dr and 8th St. Average speed ten mph.,2016-10-20 20:32:54,US/Eastern,25.478069,-80.46479,1.49,KHST,814.0,N Homestead Blvd,L,Miami-Dade,33030.0,1
W-2893195,Fog,Severe,2016-10-20 20:45:00,2016-10-20 20:50:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1106438,Congestion,1.0,72.0,Delays of three minutes on Florida's Tpke Southbound in Homestead. Average speed five mph.,2016-10-20 20:58:59,US/Eastern,25.45746,-80.469734,0.97,KHST,,Florida's Tpke S,R,Miami-Dade,33034.0,1
W-2893196,Rain,Light,2016-10-20 20:50:00,2016-10-20 20:58:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1106438,Congestion,1.0,72.0,Delays of three minutes on Florida's Tpke Southbound in Homestead. Average speed five mph.,2016-10-20 20:58:59,US/Eastern,25.45746,-80.469734,0.97,KHST,,Florida's Tpke S,R,Miami-Dade,33034.0,1
W-2893197,Rain,Heavy,2016-10-20 20:58:00,2016-10-20 21:33:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1106577,Congestion,0.0,72.0,Delays of three minutes on SW 137th Ave Southbound between 137th Ave and 312th St. Average speed 15 mph.,2016-10-20 21:26:57,US/Eastern,25.47793,-80.412071,1.13,KHST,31182.0,SW 137th Ave,L,Miami-Dade,33033.0,1
W-2893198,Rain,Light,2016-10-20 21:45:00,2016-10-20 22:03:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1012921,Congestion,0.0,73.0,Delays of one minute on FL-997 177th Ave Northbound between 16th St and 292nd St. Average speed ten mph.,2016-10-20 22:17:39,US/Eastern,25.492496,-80.477585,0.7,KHST,29497.0,SW 177th Ave,L,Miami-Dade,33030.0,1
W-2893199,Rain,Light,2016-10-20 22:42:00,2016-10-20 22:56:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1013078,Congestion,1.0,73.0,Delays of two minutes on Dixie Hwy Westbound in Princeton. Average speed 15 mph.,2016-10-20 22:49:35,US/Eastern,25.521099,-80.425117,1.27,KHST,26458.0,S Dixie Hwy,L,Miami-Dade,33032.0,1
W-2893200,Rain,Light,2016-10-26 20:03:00,2016-10-26 20:12:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1018800,Congestion,2.0,72.0,Delays of six minutes on Dixie Hwy Westbound between US-1 Dixie Hwy and FL-5. Average speed five mph.,2016-10-26 19:42:03,US/Eastern,25.49931,-80.446388,0.56,KHST,28798.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
W-2893201,Rain,Light,2016-10-26 20:53:00,2016-10-26 21:18:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1019112,Congestion,1.0,73.0,Delays of two minutes on Dixie Hwy Westbound in Princeton. Average speed five mph.,2016-10-26 21:28:11,US/Eastern,25.512983,-80.433044,0.15,KHST,27298.0,S Dixie Hwy,L,Miami-Dade,33032.0,1
W-2893202,Rain,Light,2016-10-26 21:28:00,2016-10-26 21:49:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1019112,Congestion,1.0,73.0,Delays of two minutes on Dixie Hwy Westbound in Princeton. Average speed five mph.,2016-10-26 21:28:11,US/Eastern,25.512983,-80.433044,0.15,KHST,27298.0,S Dixie Hwy,L,Miami-Dade,33032.0,1
W-2893215,Rain,Light,2016-10-27 08:54:00,2016-10-27 09:09:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1019517,Congestion,2.0,74.0,Delays increasing and delays of six minutes on Florida's Tpke Northbound in Princeton. Average speed 15 mph.,2016-10-27 10:15:39,US/Eastern,25.521185,-80.401794,2.95,KHST,,Florida's Tpke N,R,Miami-Dade,33032.0,1
W-2893216,Rain,Light,2016-10-27 09:32:00,2016-10-27 09:47:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1019517,Congestion,2.0,74.0,Delays increasing and delays of six minutes on Florida's Tpke Northbound in Princeton. Average speed 15 mph.,2016-10-27 10:15:39,US/Eastern,25.521185,-80.401794,2.95,KHST,,Florida's Tpke N,R,Miami-Dade,33032.0,1
W-2893217,Rain,Light,2016-10-27 10:00:00,2016-10-27 10:10:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1019517,Congestion,2.0,74.0,Delays increasing and delays of six minutes on Florida's Tpke Northbound in Princeton. Average speed 15 mph.,2016-10-27 10:15:39,US/Eastern,25.521185,-80.401794,2.95,KHST,,Florida's Tpke N,R,Miami-Dade,33032.0,1
W-2893220,Rain,Light,2016-10-27 18:44:00,2016-10-27 18:56:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1020339,Congestion,1.0,73.0,Delays of two minutes on Dixie Hwy Westbound in Homestead. Average speed five mph.,2016-10-27 19:54:17,US/Eastern,25.499405,-80.446297,0.34,KHST,28796.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
W-2893221,Rain,Light,2016-10-27 18:57:00,2016-10-27 20:58:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1020339,Congestion,1.0,73.0,Delays of two minutes on Dixie Hwy Westbound in Homestead. Average speed five mph.,2016-10-27 19:54:17,US/Eastern,25.499405,-80.446297,0.34,KHST,28796.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
W-2893222,Rain,Moderate,2016-10-27 20:58:00,2016-10-27 21:03:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1020492,Congestion,1.0,70.0,Delays of three minutes on 1st Ave Westbound in Homestead. Average speed five mph.,2016-10-27 20:51:26,US/Eastern,25.446711,-80.475174,0.43,KHST,42.0,SE 1st Ave,L,Miami-Dade,33034.0,1
W-2893223,Rain,Light,2016-10-27 21:03:00,2016-10-27 21:58:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1020492,Congestion,1.0,70.0,Delays of three minutes on 1st Ave Westbound in Homestead. Average speed five mph.,2016-10-27 20:51:26,US/Eastern,25.446711,-80.475174,0.43,KHST,42.0,SE 1st Ave,L,Miami-Dade,33034.0,1
W-2893270,Rain,Light,2016-10-30 18:45:00,2016-10-30 18:54:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1020942,Congestion,2.0,72.0,Delays increasing and delays of nine minutes on Florida's Tpke Southbound in Princeton. Average speed five mph.,2016-10-30 20:02:42,US/Eastern,25.513935,-80.408913,1.56,KHST,,Florida's Tpke S,R,Miami-Dade,33032.0,1
W-2893271,Rain,Light,2016-10-30 19:04:00,2016-10-30 19:06:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1020942,Congestion,2.0,72.0,Delays increasing and delays of nine minutes on Florida's Tpke Southbound in Princeton. Average speed five mph.,2016-10-30 20:02:42,US/Eastern,25.513935,-80.408913,1.56,KHST,,Florida's Tpke S,R,Miami-Dade,33032.0,1
W-2893272,Rain,Light,2016-10-30 19:37:00,2016-10-30 20:24:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1020942,Congestion,2.0,72.0,Delays increasing and delays of nine minutes on Florida's Tpke Southbound in Princeton. Average speed five mph.,2016-10-30 20:02:42,US/Eastern,25.513935,-80.408913,1.56,KHST,,Florida's Tpke S,R,Miami-Dade,33032.0,1
W-2893275,Rain,Light,2016-10-31 09:50:00,2016-10-31 10:07:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1021090,Congestion,2.0,74.0,Delays increasing and delays of five minutes on Florida's Tpke Northbound in Princeton. Average speed 25 mph.,2016-10-31 10:10:15,US/Eastern,25.55175,-80.362656,4.49,KHST,,Florida's Tpke N,R,Miami-Dade,33032.0,1
W-2893276,Rain,Light,2016-10-31 10:26:00,2016-10-31 10:46:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1021088,Accident,2.0,201.0,Left lane blocked due to accident on US-1 Dixie Hwy Southbound at 280th St.,2016-10-31 10:23:12,US/Eastern,25.50671,-80.439064,0.01,KHST,,SW 280th St,R,Miami-Dade,33032.0,1
W-2893285,Rain,Light,2016-10-31 16:55:00,2016-10-31 17:05:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1021697,Congestion,2.0,71.0,Severe delays of 28 minutes and delays increasing on Dixie Hwy Westbound between US-1 Dixie Hwy and FL-5. Average speed five mph.,2016-10-31 17:09:53,US/Eastern,25.486488,-80.459251,1.54,KHST,30136.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
W-2893290,Rain,Light,2016-11-03 16:04:00,2016-11-03 16:51:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1026114,Accident,2.0,201.0,Accident on US-1 Dixie Hwy at 260th St.,2016-11-03 16:34:02,US/Eastern,25.525215,-80.421982,0.01,KHST,26041.0,S Dixie Hwy,L,Miami-Dade,33032.0,1
W-2893293,Rain,Light,2016-11-05 20:32:00,2016-11-05 20:41:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1029495,Congestion,1.0,70.0,Delays of three minutes on 1st Ave Westbound in Homestead. Average speed five mph.,2016-11-05 20:52:15,US/Eastern,25.447502,-80.475189,0.35,KHST,2.0,SE 1st Ave,L,Miami-Dade,33034.0,1
W-2893294,Rain,Light,2016-11-05 22:12:00,2016-11-05 22:45:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1029575,Congestion,1.0,75.0,Delays of three minutes and delays easing on Florida's Tpke Northbound in Princeton. Average speed 25 mph.,2016-11-05 22:50:17,US/Eastern,25.539997,-80.363983,4.49,KHST,,Florida's Tpke N,R,Miami-Dade,33032.0,1
W-2893295,Rain,Light,2016-11-05 23:20:00,2016-11-05 23:26:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1029574,Congestion,2.0,74.0,Delays of seven minutes on Florida's Tpke Northbound in Princeton. Average speed 15 mph.,2016-11-05 22:50:17,US/Eastern,25.520437,-80.402489,2.95,KHST,,Florida's Tpke N,R,Miami-Dade,33032.0,1
W-2893296,Rain,Light,2016-11-05 23:29:00,2016-11-05 23:30:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1029574,Congestion,2.0,74.0,Delays of seven minutes on Florida's Tpke Northbound in Princeton. Average speed 15 mph.,2016-11-05 22:50:17,US/Eastern,25.520437,-80.402489,2.95,KHST,,Florida's Tpke N,R,Miami-Dade,33032.0,1
W-2893297,Rain,Light,2016-11-05 23:31:00,2016-11-05 23:58:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1029574,Congestion,2.0,74.0,Delays of seven minutes on Florida's Tpke Northbound in Princeton. Average speed 15 mph.,2016-11-05 22:50:17,US/Eastern,25.520437,-80.402489,2.95,KHST,,Florida's Tpke N,R,Miami-Dade,33032.0,1
W-2893300,Rain,Light,2016-11-07 10:30:00,2016-11-07 11:02:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1030034,Congestion,2.0,74.0,Delays increasing and delays of seven minutes on Florida's Tpke Northbound in Princeton. Average speed 15 mph.,2016-11-07 11:03:56,US/Eastern,25.520437,-80.402489,2.95,KHST,,Florida's Tpke N,R,Miami-Dade,33032.0,1
W-2893301,Rain,Light,2016-11-07 12:06:00,2016-11-07 12:30:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1030103,Congestion,0.0,74.0,Delays increasing and delays of one minute on SW 177th Ave Northbound in Homestead. Average speed 15 mph.,2016-11-07 12:05:10,US/Eastern,25.500011,-80.477684,0.89,KHST,28635.0,SW 177th Ave,L,Miami-Dade,33030.0,1
W-2893302,Rain,Light,2016-11-07 12:48:00,2016-11-07 13:12:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1030211,Congestion,0.0,73.0,Delays of one minute on FL-997 177th Ave Northbound between 18th St and 284th St. Average speed 15 mph.,2016-11-07 12:43:10,US/Eastern,25.499159,-80.477661,1.14,KHST,17700.0,SW 288th St,L,Miami-Dade,33030.0,1
W-2893303,Rain,Light,2016-11-07 13:14:00,2016-11-07 13:27:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1030211,Congestion,0.0,73.0,Delays of one minute on FL-997 177th Ave Northbound between 18th St and 284th St. Average speed 15 mph.,2016-11-07 12:43:10,US/Eastern,25.499159,-80.477661,1.14,KHST,17700.0,SW 288th St,L,Miami-Dade,33030.0,1
W-2893305,Rain,Light,2016-11-07 16:51:00,2016-11-07 17:02:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1030831,Lane-Blocked,2.0,520.0,Partially blocked due to accident on FL-997 Krome Ave Southbound at Lucy St.,2016-11-07 17:53:13,US/Eastern,25.4625,-80.477272,0.01,KHST,1.0,E Lucy St,R,Miami-Dade,33034.0,1
W-2893306,Rain,Light,2016-11-07 17:50:00,2016-11-07 18:03:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1030909,Congestion,1.0,73.0,Delays of three minutes on Dixie Hwy Westbound in Homestead. Average speed ten mph.,2016-11-07 18:16:21,US/Eastern,25.495132,-80.45079,0.73,KHST,29218.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
W-2893307,Rain,Light,2016-11-07 18:04:00,2016-11-07 18:34:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1030909,Congestion,1.0,73.0,Delays of three minutes on Dixie Hwy Westbound in Homestead. Average speed ten mph.,2016-11-07 18:16:21,US/Eastern,25.495132,-80.45079,0.73,KHST,29218.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
W-2893318,Rain,Light,2016-11-15 11:25:00,2016-11-15 12:05:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1041801,Congestion,2.0,74.0,Severe delays of twelve minutes and delays increasing on Florida's Tpke Northbound in Princeton. Average speed 20 mph.,2016-11-15 11:10:51,US/Eastern,25.547209,-80.362686,7.43,KHST,,Florida's Tpke N,R,Miami-Dade,33032.0,1
W-2893319,Rain,Light,2016-11-15 21:11:00,2016-11-15 21:21:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1042942,Congestion,2.0,70.0,Severe delays of eleven minutes on Dixie Hwy Westbound between US-1 Dixie Hwy and FL-5. Average speed five mph.,2016-11-15 21:19:43,US/Eastern,25.486488,-80.459251,0.44,KHST,30136.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
W-2893320,Rain,Light,2016-11-15 21:22:00,2016-11-15 23:58:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1043099,Congestion,2.0,71.0,Delays of six minutes on Homestead Blvd Westbound in Homestead. Average speed five mph.,2016-11-15 21:49:15,US/Eastern,25.476929,-80.465294,0.19,KHST,,N Homestead Blvd,R,Miami-Dade,33030.0,1
W-2893327,Rain,Light,2016-11-19 18:32:00,2016-11-19 18:37:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1050215,Congestion,1.0,70.0,Delays of one minute on 1st Ave Westbound in Homestead. Average speed ten mph.,2016-11-19 17:59:37,US/Eastern,25.447502,-80.475189,0.35,KHST,2.0,SE 1st Ave,L,Miami-Dade,33034.0,1
W-2893330,Rain,Light,2016-11-26 00:45:00,2016-11-26 00:57:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1057611,Flow-Incident,2.0,402.0,Road blocked due to accident on US-1 Dixie Hwy Southbound near 15th St.,2016-11-26 02:17:24,US/Eastern,25.484587,-80.461014,0.01,KHST,,NE 15th St,R,Miami-Dade,33033.0,1
W-2893335,Rain,Light,2016-11-28 12:58:00,2016-11-28 13:18:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1058890,Accident,2.0,201.0,Accident on US-1 Dixie Hwy Northbound at 137th Ave.,2016-11-28 14:00:52,US/Eastern,25.534363,-80.413048,0.01,KHST,25084.0,S Dixie Hwy,R,Miami-Dade,33032.0,1
W-2893336,Rain,Light,2016-11-28 23:56:00,2016-11-29 00:05:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1060031,Congestion,2.0,72.0,Delays of five minutes on Dixie Hwy Westbound between US-1 Dixie Hwy and FL-5. Average speed five mph.,2016-11-28 23:29:47,US/Eastern,25.49931,-80.446388,0.56,KHST,28798.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
W-2893343,Rain,Light,2016-11-29 18:43:00,2016-11-29 18:53:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1060981,Congestion,1.0,71.0,Delays of two minutes on 1st Ave Westbound in Homestead. Average speed ten mph.,2016-11-29 19:36:47,US/Eastern,25.443241,-80.475143,0.68,KHST,400.0,SE 1st Ave,L,Miami-Dade,33034.0,1
W-2893344,Rain,Light,2016-11-29 18:55:00,2016-11-29 19:04:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1060981,Congestion,1.0,71.0,Delays of two minutes on 1st Ave Westbound in Homestead. Average speed ten mph.,2016-11-29 19:36:47,US/Eastern,25.443241,-80.475143,0.68,KHST,400.0,SE 1st Ave,L,Miami-Dade,33034.0,1
W-2893345,Rain,Light,2016-11-29 19:14:00,2016-11-29 19:23:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1060981,Congestion,1.0,71.0,Delays of two minutes on 1st Ave Westbound in Homestead. Average speed ten mph.,2016-11-29 19:36:47,US/Eastern,25.443241,-80.475143,0.68,KHST,400.0,SE 1st Ave,L,Miami-Dade,33034.0,1
W-2893353,Rain,Light,2016-11-30 19:02:00,2016-11-30 19:13:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1062956,Congestion,2.0,73.0,Delays of five minutes and delays easing on Dixie Hwy Westbound in Homestead. Average speed ten mph.,2016-11-30 20:03:23,US/Eastern,25.491953,-80.453934,1.03,KHST,29584.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
W-2893354,Rain,Light,2016-11-30 19:50:00,2016-11-30 19:59:00,US/Eastern,25.4949,-80.3732,KHST,Homestead,Miami-Dade,FL,33033.0,T-1062956,Congestion,2.0,73.0,Delays of five minutes and delays easing on Dixie Hwy Westbound in Homestead. Average speed ten mph.,2016-11-30 20:03:23,US/Eastern,25.491953,-80.453934,1.03,KHST,29584.0,S Dixie Hwy,L,Miami-Dade,33033.0,1
