EventId_x,Type_x,Severity_x,Type_y,Severity_y,Distance(mi),Side
W-5586183,Rain,Light,Accident,2.0,0.0,L
W-5496882,Rain,Moderate,Flow-Incident,2.0,0.0,L
W-979891,Rain,Light,Accident,2.0,0.0,L
W-202447,Rain,Light,Congestion,1.0,0.0,L
W-1124560,Rain,Light,Congestion,1.0,0.0,R
W-1789813,Rain,Light,Accident,2.0,0.0,R
W-1186951,Rain,Heavy,Accident,2.0,0.0,R
W-5746509,Rain,Moderate,Congestion,2.0,0.0,R
W-5496883,Rain,Heavy,Flow-Incident,2.0,0.0,L
W-5746510,Rain,Heavy,Lane-Blocked,2.0,0.0,R
W-5746511,Fog,Severe,Congestion,2.0,0.0,R
W-5746512,Rain,Heavy,Lane-Blocked,2.0,0.0,R
W-2351471,Rain,Light,Congestion,2.0,0.0,L
W-2723250,Rain,Light,Lane-Blocked,2.0,0.0,R
W-1699907,Cold,Severe,Congestion,1.0,0.0,R
W-1186952,Rain,Light,Lane-Blocked,2.0,0.0,R
W-5012776,Rain,Light,Congestion,1.0,0.0,R
W-5746513,Rain,Light,Congestion,1.0,0.0,R
W-202448,Rain,Moderate,Congestion,2.0,0.0,L
W-1317199,Cold,Severe,Broken-Vehicle,3.0,0.0,R
W-3796967,Rain,Light,Broken-Vehicle,3.0,0.0,R
W-202449,Rain,Light,Congestion,1.0,0.0,R
W-3529223,Fog,Moderate,Congestion,1.0,0.0,R
W-5316867,Fog,Moderate,Congestion,1.0,0.0,R
W-303338,Rain,Light,Congestion,1.0,0.0,R
W-4606605,Rain,Light,Congestion,2.0,0.0,R
W-3907493,Rain,Light,Congestion,2.0,0.0,R
W-4637891,Rain,Light,Lane-Blocked,3.0,0.0,R
W-4276044,Rain,Light,Broken-Vehicle,3.0,0.0,R
W-4637892,Rain,Light,Lane-Blocked,3.0,0.0,R
W-3907494,Rain,Light,Broken-Vehicle,3.0,0.0,R
W-4508585,Rain,Light,Broken-Vehicle,3.0,0.0,R
W-4606606,Rain,Light,Congestion,2.0,0.0,R
